N features,my_own,brute,kd_tree,ball_tree
10,48.6511127948761,15.827880620956421,4.235295057296753,5.737717628479004
20,70.77526712417603,16.583574533462524,3.5411932468414307,14.361282587051392
100,73.02802205085754,17.050466299057007,177.0281879901886,236.51712012290955
