N features,my_own,brute,kd_tree,ball_tree
10,48.65160918235779,15.82931637763977,11.04966950416565,12.272380828857422
20,70.77551603317261,16.585776805877686,9.973293781280518,20.542169094085693
100,73.02827882766724,17.058929920196533,183.74560379981995,243.2823567390442
